2.232000 0.266187 -11.409285 14.255775 -6.976562 2.433371 
2.244000 0.317552 -11.678311 15.111619 -7.531786 2.721076 
2.256000 0.368270 -11.951688 16.006017 -8.133949 3.032241 
2.268000 0.418175 -12.229463 16.940318 -8.786384 3.368989 
2.280000 0.467103 -12.511681 17.915907 -9.492618 3.733641 
2.292000 0.514886 -12.798391 18.934209 -10.256380 4.128733 
2.304000 0.561359 -13.089640 19.996687 -11.081609 4.557034 
2.316000 0.606354 -13.385476 21.104842 -11.972466 5.021563 
2.328000 0.649704 -13.685945 22.260220 -12.933341 5.525613 
2.340000 0.691245 -13.991098 23.464404 -13.968868 6.072769 
2.352000 0.730815 -14.300981 24.719022 -15.083933 6.666933 
2.364000 0.768253 -14.615644 26.025745 -16.283685 7.312350 
2.376000 0.803402 -14.935135 27.386287 -17.573552 8.013630 
2.388000 0.836111 -15.259504 28.802408 -18.959248 8.775782 
2.400000 0.866232 -15.588800 30.275914 -20.446791 9.604238 
2.412000 0.893624 -15.923073 31.808659 -22.042512 10.504891 
2.424000 0.918150 -16.262372 33.402542 -23.753072 11.484123 
2.436000 0.939685 -16.606748 35.059513 -25.585475 12.548847 
2.448000 0.958106 -16.956251 36.781572 -27.547082 13.706541 
2.460000 0.973304 -17.310931 38.570769 -29.645629 14.965292 
2.472000 0.985176 -17.670841 40.429207 -31.889241 16.333838 
2.484000 0.993630 -18.036030 42.359041 -34.286449 17.821616 
2.496000 0.998587 -18.406550 44.362479 -36.846206 19.438807 
2.508000 0.999976 -18.782453 46.441786 -39.577908 21.196396 
2.520000 0.997742 -19.163790 48.599282 -42.491409 23.106218 
2.532000 0.991840 -19.550614 50.837344 -45.597042 25.181025 
2.544000 0.982239 -19.942978 53.158409 -48.905639 27.434543 
2.556000 0.968925 -20.340933 55.564971 -52.428550 29.881539 
2.568000 0.951894 -20.744533 58.059585 -56.177664 32.537894 
2.580000 0.931160 -21.153830 60.644870 -60.165433 35.420673 
2.592000 0.906753 -21.568879 63.323506 -64.404893 38.548207 
2.604000 0.878716 -21.989733 66.098236 -68.909689 41.940173 
2.616000 0.847111 -22.416445 68.971871 -73.694094 45.617682 
2.628000 0.812016 -22.849070 71.947286 -78.773043 49.603374 
2.640000 0.773523 -23.287662 75.027426 -84.162150 53.921515 
2.652000 0.731744 -23.732276 78.215303 -89.877740 58.598100 
2.664000 0.686806 -24.182966 81.514000 -95.936877 63.660961 
2.676000 0.638852 -24.639789 84.926672 -102.357387 69.139887 
2.688000 0.588043 -25.102798 88.456546 -109.157894 75.066741 
2.700000 0.534555 -25.572050 92.106924 -116.357848 81.475592 
2.712000 0.478581 -26.047601 95.881183 -123.977553 88.402850 
2.724000 0.420327 -26.529506 99.782777 -132.038206 95.887406 
2.736000 0.360017 -27.017822 103.815239 -140.561925 103.970787 
2.748000 0.297886 -27.512606 107.982180 -149.571787 112.697316 
2.760000 0.234186 -28.013915 112.287295 -159.091862 122.114272 
2.772000 0.169180 -28.521805 116.734357 -169.147250 132.272074 
2.784000 0.103142 -29.036334 121.327228 -179.764119 143.224464 
2.796000 0.036358 -29.557560 126.069852 -190.969746 155.028701 
2.808000 -0.030877 -30.085540 130.966261 -202.792554 167.745769 
2.820000 -0.098260 -30.620333 136.020576 -215.262158 181.440591 
2.832000 -0.165478 -31.161997 141.237007 -228.409403 196.182259 
2.844000 -0.232215 -31.710590 146.619856 -242.266412 212.044271 
2.856000 -0.298150 -32.266171 152.173519 -256.866633 229.104784 
2.868000 -0.362960 -32.828800 157.902485 -272.244881 247.446876 
2.880000 -0.426318 -33.398536 163.811340 -288.437390 267.158828 
2.892000 -0.487900 -33.975438 169.904770 -305.481864 288.334408 
2.904000 -0.547383 -34.559566 176.187557 -323.417526 311.073186 
2.916000 -0.604449 -35.150981 182.664587 -342.285171 335.480848 
2.928000 -0.658785 -35.749742 189.340847 -362.127224 361.669537 
2.940000 -0.710085 -36.355910 196.221431 -382.987792 389.758204 
2.952000 -0.758053 -36.969547 203.311537 -404.912726 419.872982 
2.964000 -0.802405 -37.590713 210.616474 -427.949679 452.147574 
2.976000 -0.842870 -38.219469 218.141658 -452.148165 486.723660 
2.988000 -0.879191 -38.855878 225.892619 -477.559628 523.751326 
